Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cameroon,CMR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,411017.0991,407375.8325,410924.9803,417081.6754,422314.8575,421131.6342,430402.9466,374406.9289,388601.7586,397666.0668,399733.4949,403137.5958,403217.1457,413628.7024,445740.2064,482303.3616,443112.1394,489736.2006,580311.8092,597351.2219,568233.5891,645308.6336,672749.0069,696922.294,725882.7871,760035.1451,786157.1439,745223.986,665562.614,633416.6893,576855.2167,538527.1747,506737.173,453319.8073,450110.5201,453091.9636,460300.8711,471763.8149,480303.0498,488029.8868,492297.2212,500416.1129,507949.4082,517134.9773,537533.615,533734.4594,537333.9097,548429.0786,552162.9576,548983.5701,552383.8621,559644.545,569307.1075,583982.1975,601862.7751,619050.5704,630818.8726,636202.8236,643722.1382
"Congo, Dem. Rep.",COD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,357743.5682,310980.8606,367430.3673,376709.8781,357907.4802,351778.2611,365263.4093,351497.4513,356348.5972,378661.9241,367329.0032,378915.3576,369475.0828,389057.7749,390582.8634,361055.6845,332355.1642,325373.1322,299252.9189,292258.0446,290794.2268,290129.1771,281747.6177,278818.693,287034.519,281027.7971,286586.4655,286369.6909,279601.7045,267639.374,241771.443,213419.192,183716.0545,152902.0048,141692.7144,138143.2984,132953.2028,122421.7359,117686.9786,110037.2534,99853.21246,95086.12914,95056.45988,97326.03118,100667.4048,103494.9629,105549.2258,108557.2228,111579.2849,111020.7491,115016.2086,118888.128,123134.5624,129202.095,136819.7033,141529.8647,140245.165,140808.2088,144187.48
"Congo, Rep.",COG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,167636.4329,177305.9586,181972.9451,170277.2309,172265.8158,173955.5656,171655.5612,170580.1424,178586.7196,186740.8251,193022.0069,202046.3639,213119.4578,223955.8896,234585.0825,245387.3837,240483.252,212655.3834,219690.5849,234329.24,267739.2063,305848.7482,367143.2871,377506.4509,392405.5822,376934.3546,341423.2564,332781.2761,329531.2947,329001.6592,323328.3985,322111.6664,321545.3532,309698.5019,284628.4746,287752.3003,291666.3885,281608.4838,283783.6832,268559.4844,280685.8453,283163.1361,287866.6452,281984.7358,283181.6157,295684.9377,303860.3887,288947.3479,294754.3628,306537.0673,323353.0608,325198.1185,328922.1449,331954.6479,345914.5015,346359.1631,328218.8975,309972.5638,305170.3324
Colombia,COL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5226062.945,5322940.967,5438638.225,5446268.13,5608687.965,5639913.116,5764559.398,5834132.491,6011726.253,6211454.062,6431935.767,6653052.975,7000258.221,7306019.226,7557142.476,7563339.986,7746306.295,7890029.647,8369031.114,8625042.767,8781506.798,8786737.799,8679046.767,8627644.83,8729146.625,8814070.883,9137862.63,9436199.306,9626190.385,9760088.847,9979674.815,9981691.44,10185042.04,10529007.77,10933201,11292787.52,11321364.24,11508758.95,11381095.43,10725067.53,10863138.61,10873649.75,10977027.27,11239810.67,11672632.5,12058153.84,12710756.62,13414642.77,13689602.36,13701343.36,14147590.99,15042718.98,15489495.61,16050431.75,16640447.62,16933516.53,17053461.94,17026009.21,17215385.46
Comoros,COM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,491789.2726,495072.5112,511628.8317,521696.182,528408.0054,525442.0452,520002.1872,513232.3034,511662.1946,480924.951,490721.4391,450796.4669,475156.2615,475467.0869,437709.4253,440998.4139,423513.232,428884.7761,423064.3111,420228.4967,454211.8936,453494.2291,452963.147,451603.2791,449469.8842,451342.0761,452344.6542,445165.3627,451976.404,455339.1598,461375.5125,468819.0396,472258.1786,481772.8808,480305.245,474324.1783,473634.7273,475521.3222,478011.6878
Cabo Verde,CPV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,53283.14726,56819.5523,57317.39721,61524.93422,62620.7398,66822.7812,67669.46175,69592.10706,72721.28008,75603.93111,74601.99231,73840.37547,79723.08373,84227.96781,97623.77772,108646.7987,118145.6124,128447.8102,141633.8161,154554.7863,173441.5411,174251.4795,180402.7281,185021.6691,200902.5862,211814.1221,225732.4997,256754.3569,270537.1253,263901.0153,264519.9534,271599.2978,271071.519,269770.0605,268003.8632,267362.5159,276569.2947,284269.6728,296504.1882
Costa Rica,CRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1670050.731,1639348.207,1665673.879,1716843.13,1717964.352,1796946.067,1861139.323,1906441.433,2007678.617,2058801.375,2153971.184,2240924.813,2364222.634,2484692.548,2558611.225,2547543.857,2619937.669,2779573.17,2876412.667,2938665.42,2882079.675,2741632.126,2473624.873,2476083.636,2603282.457,2552615.441,2623447.818,2677361.696,2698099.619,2777720.752,2802260.015,2791779.027,2970206.047,3099814.906,3157878.073,3207626.728,3169707.033,3268193.429,3417658.508,3477874.517,3541064.608,3599528.309,3657406.867,3755240.302,3861427.734,3954418.582,4182163.471,4462940.649,4609235.111,4506327.551,4670954.793,4813555.22,4985368.158,5040314.259,5159518.743,5289095.061,5455665.822,5583330.307,5675334.047
Caribbean small states,CSS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,1659.857954,1770.725664,1823.849819,1854.949802,1844.64584,1992.623697,2077.091246,2236.470722,2364.88951,2374.311634,2245.727827,2674.452357,2900.826009,3045.246865,3270.231489,3300.644713,3275.894705,3165.268094,3247.556655,3236.503904,3113.502728,2760.641819,2426.654889,2055.481446,2060.828695,2101.812045,2255.992385,2308.143829,2301.563528,2433.864211,2568.146297,2640.866942,2670.127846,2764.110265,2918.109768,3241.754258,3633.007638,3900.348783,4066.033453,4128.814597,4227.838079,4342.122711,4464.915079,4577.176426,4615.234129,4812.455093,4832.77223,4917.16434,
Curacao,CUW,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28355.85761,29208.78653,29288.9046,28773.80566,28340.66209,27813.96801,27552.24924,27680.68985,27932.67979,27603.94059,27279.24371,27059.13195,26798.21015,26285.71256,25638.50711,25372.9221,24857.6285,24347.24159,
Cayman Islands,CYM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82236.36117,80633.51545,77814.78123,75373.83643,74261.77785,73666.21263,72358.55821,74935.89987,76098.19933,76192.39938,73725.79933,66579.43706,63228.44366,62634.73472,62243.52721,62015.32005,62703.18021,63564.52948,64647.64223,65758.07102,
Cyprus,CYP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,5551.646576,6731.086804,7831.483246,8409.317304,9170.726292,9593.555481,9673.069381,10134.91119,10612.77678,11393.63892,11805.54593,12103.21171,12818.18152,13779.64584,14664.23167,15417.9687,15135.0886,16123.08222,15848.56618,16440.06652,17511.85344,17450.12649,17658.87853,18509.64378,19218.48605,20149.46191,20721.32325,21247.86156,21541.84771,22323.99242,23072.68394,23760.54809,24445.82043,24708.98718,23569.74636,23267.95234,22773.30202,21783.41214,20567.88241,20522.78934,21044.98952,21956.77115,22725.61747,23349.47105
Czech Republic,CZE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267158.88,236696.0727,235256.4549,235157.5222,241911.5838,257119.4876,268289.2237,266981.3689,266355.9986,270448.6448,282779.8328,292100.6538,297500.9307,308308.0848,323336.9955,343985.966,366567.128,384852.2376,391910.9859,370969.6229,378299.4937,384229.8197,380623.6166,378657.0292,388528.7582,408353.1109,417557.2942,434575.9539,446113.5954
Germany,DEU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,14817.56824,15253.74562,15833.76563,16538.05425,16678.75345,16595.95441,17492.17115,18118.64225,18679.9907,19446.67941,19679.78558,19753.8293,19694.5564,20056.74602,20694.34741,21223.47778,21698.99723,21969.47515,22695.09698,23397.77804,24415.96489,25476.89229,25770.32781,25356.67918,25889.83055,26262.40286,26400.6684,26849.55651,27376.9291,27902.90487,28690.51922,29127.917,29078.98586,28856.57197,29200.52399,29423.58963,30546.74594,31584.94008,31987.553,30266.81104,31549.97381,33316.60874,33417.73077,33489.82018,34076.89538,34370.64233,34858.78758,35477.89212,35866.00385
Djibouti,DJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266540.0948,285341.2055,307735.013,329132.0566,337156.6606,351713.4271
Dominica,DMA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,6333.954397,6921.736541,5600.367604,6319.606995,7004.44317,7323.320968,7562.962787,7947.791893,8132.301203,8787.720717,9431.866114,10259.66023,10310.27388,10915.87317,11069.92639,11267.426,11464.40118,11434.07655,11771.4352,12164.64701,12489.81714,13037.61772,13149.44655,13492.82268,13482.21961,13067.8079,13845.91441,14211.14205,14262.45307,14899.67759,15829.132,16948.6227,16744.69097,16850.88471,16804.18313,16614.78319,16501.95707,17209.48987,16747.47273,17139.99483,15473.71592,15519.88016
Denmark,DNK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,118530.7523,125214.3975,131284.099,131083.7463,142094.9373,147414.524,150243.7006,154164.1816,159319.1817,168457.9712,171770.1027,175706.5571,181569.2085,187861.6971,184890.3028,181672.6464,191952.9533,194934.9694,198656.8437,205836.8789,204593.7701,203288.6581,210933.9163,216558.564,225698.8752,234640.1863,245818.4123,246131.4872,245978.4522,247417.01,250659.4721,253494.0302,257601.7003,256772.3261,269552.7761,276270.7004,282678.5386,290685.8733,296056.6259,303777.6177,314108.1362,315560.9942,316021.3368,316392.2135,323995.8588,330654.3319,342465.5143,344050.2102,340283.4036,321860.4125,326429.1779,329433.6115,328939.7375,330628.5944,334283.4736,339706.105,345153.8449,350699,353930.0309
Dominican Republic,DOM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,40461.15803,38224.93516,43283.26739,44614.29354,46123.43349,39110.62938,43022.34036,43124.58687,41960.89822,45194.99555,51929.26245,55988.4217,60141.06417,66103.51444,68258.09411,69982.26714,72834.26816,74600.03566,74380.09099,75938.22001,80122.99548,81694.4127,81276.67291,83229.02096,82513.58622,79107.22712,80245.65713,86618.48822,86764.71789,88842.5093,82400.00314,81611.58137,89079.16677,93888.94967,94609.77123,98255.52436,102380.8833,109662.4317,115173.3934,120130.3049,123830.1671,124997.7231,128724.6287,125193.8527,126635.4224,136704.1483,147279.9985,156166.4231,159147.0208,158662.2059,169795.1369,173008.253,175603.3133,182014.2166,193658.8325,204930.8862,216042.5831,223397.3109,236361.3163
Algeria,DZA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,75534.51206,63654.65945,49876.93544,65344.02875,67411.89861,69718.11956,64558.90318,68679.38959,73930.25845,77895.23863,82434.75708,71091.87375,88136.17466,89028.46798,93098.32599,95094.47877,100185.7267,102472.6868,108704.4749,113415.2066,110899.1703,110753.7975,114220.2789,116685.7256,119473.7361,120205.1491,117181.2836,113072.49,108877.1559,110667.2886,108726.1037,104810.7312,104218.8308,99788.49467,96863.58084,98642.39367,100902.1406,100377.5171,103925.2112,105742.5686,108300.3962,110106.788,114809.7613,121517.8165,125085.7093,130646.971,130907.6561,133239.8311,134171.1149,134032.9532,136419.1567,137745.4543,139642.2822,140661.6087,143052.5602,145431.0384,147179.9011,146507.9187,146611.8004
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1817.33114,1857.117445,1893.764108,1879.037356,1960.824501,1967.070794,1903.953979,1934.403919,1914.3749,1946.012012,2020.114424,2086.039385,2128.709009,2357.668353,2549.305776,2751.74334,2875.755779,2844.370402,2927.929628,2958.551385,2989.499932,3077.006562,3017.971324,2932.755327,2935.259517,2975.840904,3003.944052,2923.828442,3022.040619,2980.250644,3017.71979,3074.631832,3068.252724,3058.768052,3118.871331,3120.304187,3107.081207,3174.211887,3211.52681,2999.406532,2975.005368,3038.510865,3107.932117,3138.539387,3339.615933,3457.966662,3550.270339,3567.836438,3732.208455,3692.714653,3762.615067,3996.689295,4159.36466,4300.254006,4394.814065,4328.558502,4203.115799,4227.236519,4210.450589
"Egypt, Arab Rep.",EGY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7386.06923,7559.130264,7643.721049,8225.576041,8932.821727,9129.076173,9342.765325,9177.4087,8803.294141,9042.217825,9324.160062,9483.194649,9558.915452,9681.240566,9620.547579,10251.89682,11355.97158,12100.01263,12842.79784,13111.82121,14077.56482,14740.71151,15795.8223,16178.12937,17295.7139,17818.18595,18168.00867,18360.24188,18852.56715,19278.65012,19882.79023,19654.84734,20099.17561,20262.96046,20649.01648,21178.41515,21791.8016,22531.46318,23317.70182,24247.456,25298.90998,25700.02372,25823.84456,26157.79902,26734.09386,27429.77386,28792.31849,30297.66703,31893.49366,32767.39864,33776.91783,33653.99103,33649.6296,33613.97531,33821.32421,34529.44878,35265.62077,35979.95338,37129.30827
Euro area,EMU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.503024,2095.535654,2563.36355,2653.629444,2909.565238,3141.511467,3180.891367,3137.280287,2965.787667,3113.663536,3069.782851,2850.493642,2765.527319,2729.487922,2618.237341,2586.176305,2282.707175,2327.768148,2340.941353,2509.667166,,,,,,,
Spain,ESP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5557.106526,6157.52337,6708.404369,7287.976494,7598.972337,7986.947912,8478.419538,8738.209046,9193.659557,9914.358165,10225.54638,10572.79846,11308.89711,12055.73958,12594.75993,12526.86201,12804.67932,13033.32698,13097.28521,12987.72274,13168.42293,13057.82299,13141.44648,13309.06755,13490.45645,13753.69967,14158.78455,14905.48527,15631.63462,16360.50886,16961.88319,17349.5173,17425.18117,17156.24819,17481.68624,17884.6316,18286.68103,18882.0844,19613.80346,20410.54179,21394.2001,22096.30101,22413.7842,22713.73527,23032.16109,23489.45912,24059.78613,24508.69676,24390.39941,23311.35299,23207.5357,22894.2502,22209.53923,21902.35981,22271.09202,23100.71872,23813.74804,24465.4825,25027.0157
Estonia,EST,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5522.20315,5902.642919,6674.794485,7016.689752,6936.139627,7632.149379,8167.021608,8718.332403,9423.859213,10077.13067,11084.98511,12295.91212,13309.19981,12621.71133,10784.00767,11052.80467,11928.67793,12487.09394,12774.2938,13177.80175,13419.4181,13883.59221,14540.26017,15062.33348
Ethiopia,ETH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,6732.008085,6608.069229,6937.08691,6528.69749,5618.77358,5968.774653,6582.141677,6404.234277,6172.175115,6126.552075,5491.779797,4838.618531,5282.259203,5264.519029,5404.263401,5886.400727,5889.449951,5521.119043,5640.516091,5813.066578,6116.933632,6034.06537,5737.71415,6334.869027,6888.098449,7425.972271,8052.521597,8680.05658,9187.318864,10056.49409,10870.55219,11481.10576,12342.17311,13232.43717,14210.50635,15135.5643,16138.41003,16791.70421
European Union,EUU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9208.020893,9838.582957,10063.30097,10320.66711,10801.07898,11335.99044,11561.5593,11748.51305,11965.27385,13120.74887,13873.03788,14182.10469,15188.48861,16157.20722,16593.04115,16817.71503,16824.83761,16818.02253,17259.43279,18441.44414,19374.89735,19542.2299,20033.01061,20535.49713,21082.57953,21737.35661,22257.53809,22984.42273,24111.68667,25247.10583,25305.27345,23678.9303,22763.42366,22487.15915,23272.45485,24159.17647,24961.10408,26442.87219,27804.41556,28972.75255,30541.85022,31258.81841,31707.12291,32262.33423,33431.76162,34243.75002,35495.91475,37177.80484,37271.81038,34026.66968,34884.90034,35616.24209,34941.63526,34517.36836,34157.75705,34215.88453,35063.39869,36045.80359,36577.95779
Fiji,FJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4494.509321,4495.315154,4498.191616,4623.816337,4695.966132,4436.943099,4321.121602,4781.867126,5047.064155,5068.754683,5593.468745,5854.274377,6162.551682,6738.014689,6775.397644,6678.893043,6733.983492,7003.552122,7004.26073,7706.21337,7418.869904,7698.075628,7050.922588,6601.618862,7002.606786,6573.57524,7015.368586,6522.763874,6574.657586,7047.500653,7415.534579,7148.322683,7491.989089,7545.213846,7819.750697,7913.780458,8198.893584,7934.057684,7962.660136,8597.337982,8402.175197,8539.483063,8798.347941,8877.413115,9327.525404,9350.015611,9451.143496,9277.509092,9271.639012,9054.488084,9255.005034,9465.39392,9581.00447,10028.34196,10579.95349,11045.66773,11288.83602,11805.09804,12310.83563
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9849.506557,10255.70899,10788.27452,11206.59704,11779.96244,12197.27198,12702.62901,13181.46388,13635.52497,14479.41425,15089.2635,15766.01311,16345.63011,17247.24542,17859.97264,17577.30003,18245.45392,18791.6919,19459.24763,20067.39442,20293.88937,20411.38266,20814.38394,20958.00159,21156.7083,21379.72489,21755.99681,22186.21076,23107.70077,23981.16961,24557.12638,24677.3967,24947.71367,24683.69122,25171.94462,25609.55897,25879.62284,26390.72501,27237.2172,28024.55861,28925.35135,29285.23829,29403.17285,29435.83205,30046.73866,30317.08806,30843.85474,31396.88302,31301.50854,30246.10393,30683.76895,31205.27953,31151.85207,31170.51381,31317.94099,31534.63667,31753.06153,32468.13443,32967.96938
Faroe Islands,FRO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.365394,1874.881917,1880.741425,1904.164496,1929.367296,2020.856535,2047.5594,2160.419574,2106.007734,2223.759172,2138.812419,2006.132928,2070.620472,2107.589464,2211.539822,2254.98773,2271.546295,2318.563905,2251.78898,2308.843012,2322.412239,2297.045307,2265.648088,2304.963341,2353.49088,2419.591107,2347.491053,2226.657289,2147.828677,2223.759585,2212.506465,2257.822159,2265.427596
Gabon,GAB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1258990.962,1430989.311,1521082.742,1594132.888,1643509.084,1752206.971,1798319.35,1835329.913,1842444.716,1950412.945,2077727.479,2247778.968,2457233.41,2658690.707,3639459.465,4252168.275,5646114.625,4827309.216,3582560.304,3514689.904,3517375.116,3605420.033,3405777.04,3504432.783,3669053.937,3488171.794,3366763.1,2713463.149,2978172.509,3144328.379,3217793.888,3322469.601,3133744.616,3171383.013,3203647.525,3277158.667,3310493.471,3413411.633,3445416.785,3061787.742,2932458.276,2924498.59,2848578.182,2842783.038,2790831.699,2789780.647,2636398.331,2714281.497,2545040.409,2466513.842,2551593.986,2634421.378,2669675.559,2715618.486,2732451.583,2745337.011,2718740.187,2656438.196,2619788.904
United Kingdom,GBR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8948.839808,9109.605488,9152.575522,9443.734631,9855.243363,10065.22968,10215.02627,10394.95954,10756.68367,10931.90889,11547.91582,11900.4742,12370.41267,13150.12016,12818.09531,12629.29218,12999.9145,13321.86948,13880.93956,14387.40627,14078.7914,13965.36427,14251.22321,14847.82651,15161.79565,15762.10737,16219.51064,17042.98321,17984.37956,18398.39737,18479.09787,18221.62679,18239.84078,18655.8622,19333.21783,19755.57508,20204.90322,21018.12849,21657.20038,22278.82908,22966.01511,23527.65943,24013.9114,24700.56128,25137.05594,25751.13392,26213.89819,26672.67141,26372.04551,25061.84466,25291.66696,25507.48915,25697.29793,26048.16946,26614.69622,27024.2177,27312.03068,27614.8686,27819.67263
Georgia,GEO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,3173.235144,3373.561116,3549.421806,3674.118141,3813.820845,4232.390899,4292.069438,4369.432483,4611.895635,4974.738879,5302.642799,5585.552407,5930.202996,6333.679692,6750.605301,7000.276232,7308.80851,7392.243775,7642.785683,7989.044869,8310.657847,7563.758667,7597.744485,7940.826726,7350.136647,6264.877408,4908.337538,2683.628296,1882.799006,1713.158954,1825.007096,2104.419285,2401.59325,2538.190341,2665.292414,2767.589023,2945.929962,3135.190165,3505.497331,3731.660615,4115.574012,4528.924862,5125.282437,5265.212037,5118.263096,5477.943167,5920.843692,6343.41627,6578.021491,6878.933079,7065.946255,7262.74009,7612.706424,7965.424819
Ghana,GHA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3033.970391,3040.395042,3065.214992,3100.252034,3074.26473,3029.779767,2827.000602,2845.366759,2791.012557,2889.80344,3092.578181,3167.678019,3003.072166,3003.80335,3125.506933,2672.041674,2523.825235,2532.481117,2696.598784,2576.461534,2529.89328,2378.416512,2151.458352,1992.399365,2099.767476,2141.438171,2187.539697,2226.934822,2285.647296,2333.890991,2343.043103,2396.384502,2418.427842,2464.337333,2475.737344,2509.016127,2557.095331,2597.974017,2653.680788,2703.406207,2735.59664,2776.177587,2830.971806,2905.857616,2993.282379,3091.081769,3205.960086,3260.112243,3467.817398,3544.492556,3730.553472,4152.68225,4432.30575,4647.161503,4673.467789,4668.143459,4721.810645,4994.190721,5191.894111
Gibraltar,GIB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,2938129.622,2945148.805,3036122.197,3062960.49,3102440.393,3094538.722,3109585.306,3180656.653,3221025.907,3282067.135,3339312.727,3421443.93,3456486.004,3501840.705,3508481.755,3560636.814,3670829.14,3645744.985,3658890.078,3692504.753,3656665.189,3819835.069,3887729.813,3757213.154,3850349.915,3977346.801,4121105.941,4188582.836,4243303.345,4296861.343,4637876.018,5114122.026,5401746.596
"Gambia, The",GMB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,20234.44791,19705.57076,21003.11958,20912.69245,21569.50431,20937.37615,20378.06773,21604.73182,22183.27426,24160.15782,25107.37111,25117.56313,25818.68807,24640.08038,25343.5729,25375.77895,24419.22903,26222.7595,26195.97774,24948.62999,24808.60875,24197.85558,24053.30911,24297.74268,24110.30454,23930.83009,23901.42135,23846.48343,23155.36148,22648.30171,22445.54094,22830.78909,22912.28188,23634.06004,24166.25681,24771.37148,23212.16925,24025.57732,24918.47645,23928.89144,23472.5381,23606.84173,24230.13624,25037.1175,25884.05283,24035.7458,24624.05445,25031.95964,24057.48334,24714.41199,24084.01304,24445.14905,25301.85847
Guinea-Bissau,GNB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,211579.3934,199505.1755,208121.2695,206581.7021,212721.516,226920.4513,236768.2253,219416.9792,248087.5532,252190.8118,210074.856,244447.2646,249497.1037,235269.7306,250347.6502,254533.1153,246752.5376,248280.2578,254053.4091,263687.921,273613.5037,281150.3434,277883.7094,277445.441,280168.6591,286449.8134,313352.8262,327333.121,230895.5707,228753.3074,236315.4613,236409.8945,228977.8892,225102.3724,226002.1378,230135.3974,229869.4832,231658.853,233232.1423,235080.7959,239673.2836,252356.088,241544.8785,242860.6503,238802.032,246919.6164,255724.892,264089.3649,267373.2478
Equatorial Guinea,GNQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,267490.6046,267464.7585,253899.9724,246212.2643,231190.2054,245780.1016,229055.2364,230499.3615,229442.5487,220124.3588,209769.6723,201070.6748,262202.5868,281459.1695,317092.7192,359289.1551,576361.0327,1385403.451,1647129.602,1987029.613,2254350.534,3534555.665,4051127.129,4426344.386,5850275.201,6533181.111,6722973.731,7399590.112,8320197.714,8050779.781,7005652.585,7135906.766,7396778.094,6793146.921,6542581.563,5710981.304,5007732.53,4595997.856,4300364.255
Greece,GRC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5119.119291,5644.940655,5697.4614,6251.729019,6743.520833,7342.489151,7733.030686,8090.750852,8573.969023,9388.398903,10111.79465,10857.47147,11883.11073,12786.5371,11919.34316,12559.77625,13213.52293,13426.30058,14213.78965,14498.41476,14453.91923,14102.33327,13856.91707,13627.94507,13832.86462,14125.05552,14151.29113,13785.46276,14324.44366,14791.38179,14635.74201,14909.40615,14899.52131,14575.13631,14792.38731,15032.58982,15394.85164,16006.03987,16537.55235,16980.44449,17574.00673,18205.20403,18850.14574,19894.88884,20850.1178,20913.62062,22029.48815,22692.79252,22556.77423,21529.96342,20324.11804,18495.36304,17238.074,16800.69949,17038.10314,17075.63952,17114.06501,17406.04089,17787.41238
